0,1,accuracy,macro avg,weighted avg
0.82,0.82,0.82,0.82,0.82
0.82,0.82,0.82,0.82,0.82
0.82,0.82,0.82,0.82,0.82
50.0,50.0,0.82,100.0,100.0
