0,1,accuracy,macro avg,weighted avg
0.8205128205128205,0.9344262295081968,0.89,0.8774695250105087,0.8934174022698613
0.8888888888888888,0.890625,0.89,0.8897569444444444,0.89
0.8533333333333334,0.912,0.89,0.8826666666666667,0.8908800000000001
36.0,64.0,0.89,100.0,100.0
