0,1,accuracy,macro avg,weighted avg
0.872,0.872,0.872,0.872,0.872
0.872,0.872,0.872,0.872,0.872
0.872,0.872,0.872,0.872,0.872
125.0,125.0,0.872,250.0,250.0
